Wall time,Step,Value
1652588646.2812493,2327,1.0146105289459229
1652588650.7842555,2333,0.998511791229248
1652588652.911179,2336,1.0081185102462769
1652588657.6219747,2342,1.0162476301193237
1652588659.071336,2344,1.0440895557403564
1652588660.567199,2346,1.00247323513031
1652588662.767188,2349,0.9900708198547363
1652588673.4909112,2363,1.0319881439208984
1652588674.8672054,2365,1.2643544673919678
1652588675.5500522,2366,0.9975206851959229
1652588676.2313485,2367,0.9921717643737793
1652588684.0592628,2378,1.0005269050598145
1652588691.0169418,2388,0.9697356820106506
1652588696.8471577,2396,0.990189254283905
1652588708.8262334,2413,1.0459412336349487
1652588713.841241,2420,0.9774590730667114
1652588714.4831192,2421,0.9588057994842529
1652588716.4852297,2424,0.9911298751831055
1652588723.434048,2434,0.953780472278595
1652588728.1159818,2440,1.0078994035720825
1652588730.7427642,2444,0.9663336277008057
1652588734.0668669,2449,0.9608194231987
1652588735.7298026,2451,0.9494003653526306
1652588737.0511196,2453,0.9631618857383728
1652588738.3918798,2455,0.9508694410324097
1652588739.7209704,2457,0.9676909446716309
1652588742.8510556,2461,0.948019802570343
1652588743.6434803,2462,0.9840413928031921
1652588746.033872,2465,0.9496683478355408
1652588750.6998262,2471,1.4015201330184937
1652588752.0121193,2473,0.9401819705963135
1652588754.2379637,2476,0.9614760875701904
1652588759.898911,2484,0.9666814804077148
1652588761.2939107,2486,0.9659942388534546
1652588761.9490376,2487,0.9955483078956604
1652588762.6024754,2488,0.9323137402534485
1652588768.2858458,2496,0.9329299330711365
1652588780.2391694,2511,0.9225911498069763
1652588781.784171,2513,0.9449845552444458
1652588783.1342733,2515,0.9394056797027588
1652588784.4957097,2517,0.9208504557609558
1652588785.8459206,2519,0.9296102523803711
1652588792.1631987,2528,0.9299304485321045
1652588795.1712737,2532,0.9260534048080444
1652588804.1443338,2545,0.9106146097183228
1652588806.8344314,2549,0.9180483818054199
1652588821.0091827,2568,0.9141583442687988
1652588831.7693563,2583,0.9349061250686646
1652588832.4285154,2584,0.9017741084098816
1652588836.9601214,2590,1.2529168128967285
1652588837.6118824,2591,0.8918668627738953
1652588839.024928,2593,0.9952354431152344
1652588841.0262601,2596,0.9051669836044312
1652588844.7361145,2601,0.8759627938270569
1652588847.4817386,2605,0.9638971090316772
1652588848.8279982,2607,0.9007124304771423
1652588860.1547034,2623,0.8909416198730469
1652588865.2111034,2630,0.8729583621025085
1652588867.9385843,2634,0.8791985511779785
1652588872.9637835,2641,0.8740343451499939
1652588873.641657,2642,0.8799608945846558
1652588878.6370502,2649,0.9026334881782532
1652588880.9678304,2652,0.8687722086906433
1652588897.9241545,2676,0.850435197353363
1652588899.9068308,2679,0.8547492623329163
1652588904.8868363,2686,0.8446729779243469
1652588906.9078267,2689,0.8549869060516357
1652588907.9481084,2690,0.9046385288238525
1652588909.2547126,2692,0.8556346893310547
1652588909.9051423,2693,0.9583339691162109
1652588915.0805016,2700,0.8670082092285156
1652588916.5134869,2702,0.8403034210205078
1652588924.2448745,2713,0.8668922185897827
1652588927.6004233,2718,0.8735620975494385
1652588934.2868693,2727,0.8508967161178589
1652588935.634194,2729,0.8427265286445618
1652588937.099764,2731,0.8377256393432617
1652588940.0739126,2735,0.8354101181030273
1652588942.0878859,2738,0.8615795969963074
1652588951.1441069,2751,0.8210585117340088
1652588952.5401056,2753,0.8638545274734497
1652588957.095966,2759,0.8459562063217163
1652588962.7139995,2767,0.8362572193145752
1652588966.699964,2773,0.851182758808136
1652588967.7578409,2774,1.2803065776824951
1652588968.4032042,2775,0.8213757276535034
1652588971.0371063,2779,0.8492377996444702
1652588974.7210002,2784,0.8648130893707275
1652588979.3347316,2791,0.8225971460342407
1652588984.9841583,2799,0.8049798607826233
1652588987.667872,2803,0.886641263961792
1652588990.6527207,2807,0.815973699092865
1652588991.9608624,2809,0.8085961937904358
1652588996.261247,2815,0.8045591711997986
1652588998.464828,2818,0.8071404099464417
1652588999.8390372,2820,1.1412900686264038
1652589001.2289002,2822,0.7986117601394653
1652589002.9546576,2824,0.8229103088378906
1652589005.1049829,2827,0.8036742806434631
1652589008.594015,2832,0.81167072057724
1652589019.1320548,2844,0.828707218170166
1652589022.7400374,2849,0.8058854341506958
1652589026.2341294,2854,0.8031655550003052
1652589039.0561988,2872,0.8614650368690491
1652589043.2603564,2876,0.7811692357063293
1652589046.249935,2879,0.7835007905960083
1652589050.545758,2884,0.7946716547012329
1652589055.160534,2891,0.7888653874397278
1652589058.6754363,2895,0.7830204963684082
1652589060.4752123,2897,0.7730279564857483
1652589064.4631393,2903,0.8004615306854248
1652589065.4788234,2904,0.8078132271766663
1652589069.556553,2910,0.7945693731307983
1652589074.412925,2917,0.8099852800369263
1652589078.3270998,2923,0.7771376371383667
1652589080.74779,2926,0.9002811908721924
1652589084.6614513,2932,0.7729055881500244
1652589092.5025485,2943,0.780167281627655
1652589094.1392093,2945,0.7787050604820251
1652589099.1311517,2952,0.7632169723510742
1652589101.599721,2955,0.8181140422821045
