Wall time,Step,Value
1652589103.607285,2958,1.0805156230926514
1652589105.042867,2960,0.7683753371238708
1652589108.7493308,2965,0.7596560716629028
1652589119.817741,2981,0.7684279084205627
1652589121.1262228,2983,0.7489981651306152
1652589122.0874653,2984,0.7486745119094849
1652589124.5175529,2988,0.8259232640266418
1652589125.1295662,2989,0.7778526544570923
1652589127.6199222,2993,0.7569683790206909
1652589129.1597004,2995,0.7727451324462891
1652589132.8695934,3001,0.8072606325149536
1652589133.488547,3002,0.7481912970542908
1652589138.1171997,3009,0.73723304271698
1652589145.9744933,3021,0.779422402381897
1652589149.6360536,3026,0.7604095935821533
1652589151.5955205,3029,1.079331636428833
1652589157.9296727,3038,0.7536339163780212
1652589158.5947402,3039,0.7283559441566467
1652589163.1240969,3045,0.7698748707771301
1652589163.8080442,3046,0.7454178929328918
1652589174.5057578,3060,0.7291687726974487
1652589178.3502908,3064,0.9827077388763428
1652589179.8932083,3066,0.7294608354568481
1652589181.255333,3068,0.7172685265541077
1652589183.8221166,3071,0.7768445014953613
1652589186.0640552,3074,0.7616861462593079
1652589192.498042,3083,0.7194070219993591
1652589197.280031,3089,0.7374433279037476
1652589198.656252,3091,0.7385976314544678
1652589206.985778,3102,0.717528760433197
1652589207.6573303,3103,0.7211238741874695
1652589211.9237263,3109,0.7355569005012512
1652589216.7270274,3116,0.7514796853065491
1652589233.9954681,3140,0.7033380270004272
1652589235.8385477,3143,0.722416341304779
1652589237.9828875,3146,0.7036706805229187
1652589239.20204,3148,0.7032631039619446
1652589252.9562144,3169,0.6944416761398315
1652589254.8392622,3172,0.6900845766067505
1652589257.6177933,3176,0.6892651319503784
1652589258.2220297,3177,0.698333203792572
1652589259.1604621,3178,0.713523805141449
1652589262.9414358,3184,0.7020079493522644
1652589264.826749,3187,0.6969500780105591
1652589266.3496418,3189,0.6973036527633667
1652589272.1979082,3198,0.7446250915527344
1652589276.4749846,3205,0.7681115865707397
1652589279.8364182,3210,0.6800516247749329
1652589285.1078432,3218,0.6890403032302856
1652589287.541919,3222,0.6768258810043335
1652589288.759043,3224,0.6877412796020508
1652589289.9819334,3226,0.7230944037437439
1652589298.5964959,3239,0.6884099245071411
1652589299.800113,3241,0.685666024684906
1652589301.850916,3244,0.6721826195716858
1652589309.8067603,3256,0.6651780605316162
1652589312.5701962,3260,0.6667620539665222
1652589315.65063,3265,0.6770805716514587
1652589316.8628933,3267,0.6758624315261841
1652589323.287969,3277,0.6992282271385193
1652589325.015064,3279,0.678436279296875
1652589326.33365,3281,0.6693143248558044
1652589334.6474214,3294,0.7200109958648682
1652589338.6540143,3300,0.6939073204994202
1652589345.0869963,3310,0.6902647018432617
1652589348.164721,3315,0.7305068373680115
1652589352.744528,3322,0.6618561148643494
1652589354.582067,3325,0.6747955083847046
1652589355.83659,3327,0.6628660559654236
1652589368.8264022,3347,1.0583164691925049
1652589369.7654603,3348,0.6792615056037903
1652589370.343061,3349,0.676965594291687
1652589373.388138,3354,0.6539465188980103
1652589374.6112614,3356,0.6555905938148499
1652589378.7134488,3362,0.660466194152832
1652589381.1512916,3366,0.6674878597259521
1652589386.3797154,3374,0.6519664525985718
1652589390.4606056,3380,0.6444604396820068
1652589391.0660784,3381,0.6942123770713806
1652589393.502312,3385,0.6618156433105469
1652589400.5350556,3396,0.6385430693626404
1652589404.5087037,3402,0.6364895701408386
1652589408.5413904,3408,0.6560941934585571
1652589410.33146,3411,0.7104378938674927
1652589420.1787314,3426,0.8223295211791992
1652589423.0630486,3430,0.6306520104408264
1652589427.3624907,3437,0.6371855139732361
1652589430.1102064,3441,0.6262494325637817
1652589433.163548,3446,0.6288334131240845
1652589436.5756025,3451,0.6268550157546997
1652589439.0420086,3455,0.8433114886283875
1652589439.6549842,3456,0.6465397477149963
1652589441.215854,3458,0.6598066687583923
1652589446.7169826,3467,0.6129355430603027
1652589447.6886353,3468,0.6428825855255127
1652589454.797926,3479,0.6338601112365723
1652589456.0120676,3481,0.7752959728240967
1652589456.6187596,3482,0.6124984622001648
1652589461.2284307,3489,0.6150046586990356
1652589462.4425914,3491,0.906557559967041
1652589463.0606418,3492,0.6431704759597778
1652589463.6751015,3493,0.6291313171386719
1652589464.291568,3494,0.6148328185081482
1652589467.1098385,3498,0.6137675046920776
1652589468.3337815,3500,0.6321993470191956
1652589482.5389953,3522,0.6359338760375977
1652589484.463477,3525,0.6025525331497192
1652589493.7283776,3539,0.6072688102722168
1652589496.8613753,3544,0.6049466133117676
1652589497.5199132,3545,0.601341187953949
1652589498.8076568,3547,0.6047900915145874
1652589504.2986348,3555,0.603074848651886
1652589507.9417508,3560,0.6028087139129639
1652589512.5439444,3567,0.5972520709037781
1652589531.4381578,3595,0.5879007577896118
1652589536.0227897,3602,0.6011727452278137
1652589543.1803296,3613,0.5900923013687134
1652589547.0649981,3618,0.5968167781829834
1652589553.3254209,3627,0.5822196006774902
1652589554.4543831,3628,0.5802231431007385
1652589562.7001886,3639,0.5862893462181091
1652589563.3391364,3640,0.6071842908859253
1652589564.9926364,3642,0.5701606869697571
1652589566.2117972,3644,0.5859693288803101
1652589567.4746242,3646,0.596884548664093
1652589568.1055217,3647,0.6044871211051941
1652589568.742203,3648,0.5778715014457703
1652589569.9918044,3650,0.5792580842971802
1652589581.6635745,3668,0.6651610732078552
1652589585.0241704,3673,0.5847724080085754
1652589588.0821168,3678,0.5909351110458374
1652589589.9403057,3681,0.5713943243026733
1652589592.0683868,3684,0.8867878913879395
1652589595.1353498,3689,0.5637224316596985
1652589602.1918788,3700,0.5679118633270264
1652589608.148055,3709,0.5770036578178406
1652589610.3468173,3712,0.5859104990959167
1652589610.9273925,3713,0.5672920346260071
1652589616.7582366,3722,0.6665854454040527
1652589620.4151852,3728,0.570105791091919
1652589631.0192952,3744,0.5749550461769104
1652589635.011178,3750,0.5871976017951965
1652589637.8034148,3754,0.5669514536857605
1652589639.6627138,3757,0.5548379421234131
1652589643.7963986,3763,0.5651651620864868
1652589645.0655756,3765,0.5564991235733032
1652589651.2555537,3774,0.6101617813110352
1652589653.920396,3778,0.5495418906211853
1652589658.1504085,3784,0.5572191476821899
1652589661.4139783,3789,0.5454745292663574
1652589665.6547048,3795,0.5510351657867432
1652589668.1669328,3799,0.5512664914131165
1652589671.5942302,3804,0.5435048341751099
1652589675.8861306,3811,0.5457512140274048
1652589678.6293566,3815,0.5420538783073425
1652589684.4507442,3824,0.5566973090171814
1652589686.2811675,3827,0.5362637042999268
1652589694.021983,3839,0.5469862222671509
1652589698.6655095,3846,0.5505802035331726
1652589700.499891,3849,0.541153073310852
1652589701.741293,3851,0.5327123403549194
1652589702.6950426,3852,0.5319352149963379
1652589705.109017,3856,0.5463749766349792
1652589705.7317452,3857,0.5442956686019897
1652589706.3338118,3858,0.5403122305870056
1652589714.0098128,3870,0.5313733220100403
1652589718.1809285,3876,0.5378954410552979
1652589718.8051627,3877,0.5370463728904724
1652589720.0327156,3879,0.526913046836853
1652589723.5128162,3884,0.5337640643119812
1652589724.1497083,3885,0.5542985796928406
1652589726.1984947,3888,0.5249420404434204
1652589730.4122224,3894,0.5327711701393127
1652589733.0898066,3898,0.5297213792800903
1652589738.1927817,3905,0.5269773602485657
1652589745.9104986,3915,0.5329219698905945
1652589749.8265262,3921,0.53807532787323
1652589752.8050356,3925,0.535296618938446
1652589754.8656697,3928,0.5429018139839172
1652589760.845775,3936,0.5248891711235046
1652589762.079103,3938,0.5223143100738525
1652589770.7339914,3951,0.5377726554870605
1652589773.660226,3955,0.5551048517227173
1652589774.2825823,3956,0.5279490947723389
1652589786.9543154,3975,0.5424165725708008
1652589787.599839,3976,0.5205124020576477
1652589789.513386,3979,0.6539832353591919
1652589794.651707,3986,0.5152820348739624
1652589796.0029516,3988,0.5167195796966553
1652589801.6230881,3996,0.5289819836616516
1652589802.978159,3998,0.5120527744293213
1652589803.6280744,3999,0.5207501649856567
1652589812.4249496,4012,0.5164651870727539
1652589813.6422935,4014,0.5814837217330933
1652589814.2699082,4015,0.5272171497344971
1652589820.9525695,4024,0.5640445351600647
1652589822.9485717,4027,0.5124363303184509
1652589830.4647138,4038,0.5096157789230347
1652589832.3181572,4041,0.535527229309082
1652589833.90197,4043,0.5055899024009705
1652589835.1141877,4045,0.5375447869300842
1652589843.211802,4057,0.5118969678878784
1652589855.4113333,4074,0.529072105884552
1652589858.578419,4079,0.5159935355186462
1652589865.640484,4089,0.5104104280471802
1652589869.5121982,4095,0.4971863031387329
1652589874.4585323,4102,0.5162229537963867
1652589879.2974699,4108,0.5291423201560974
1652589880.8374882,4110,0.5013037919998169
1652589883.5987053,4114,0.5047861337661743
1652589888.3678625,4121,0.4973730444908142
1652589889.0010345,4122,0.4933803677558899
1652589889.6167777,4123,0.4980402886867523
1652589896.210187,4133,0.48378536105155945
1652589906.894056,4149,0.4798445403575897
1652589910.2929683,4154,0.48964250087738037
1652589913.96083,4159,0.5021230578422546
1652589917.434171,4164,0.616665244102478
1652589918.1047726,4165,0.4828246235847473
1652589919.9792216,4167,0.48055171966552734
1652589921.9238746,4170,0.6162239909172058
1652589929.5329802,4180,0.4926709234714508
1652589932.2553613,4184,0.48935770988464355
1652589932.914506,4185,0.576099157333374
1652589937.4505105,4191,0.4935012757778168
1652589940.0800297,4195,0.4793686866760254
1652589941.1375797,4196,0.5274471640586853
1652589946.9066195,4204,0.4781627953052521
1652589949.2000859,4207,0.4757998287677765
1652589949.8397317,4208,0.6191117763519287
1652589951.120981,4210,0.48652854561805725
1652589953.037697,4213,0.527094304561615
1652589953.6452193,4214,0.4743274748325348
1652589954.2813258,4215,0.48129189014434814
1652589955.2441404,4216,0.4868612289428711
1652589957.6981509,4220,0.4846891760826111
1652589958.9352093,4222,0.6971057653427124
1652589960.855679,4225,0.4727163314819336
1652589961.874086,4226,0.4786267578601837
1652589962.4898214,4227,0.472658634185791
1652589963.1126897,4228,0.4751633107662201
1652589964.3964958,4230,0.47345590591430664
1652589966.445515,4233,0.4756814241409302
1652589967.219061,4234,0.47244247794151306
1652589972.1088037,4240,0.48734861612319946
1652589978.2082212,4246,0.4810371398925781
1652589979.8171613,4248,0.4760827124118805
1652589982.7018373,4251,0.4660583734512329
1652589991.0794137,4263,0.469666451215744
1652589997.823129,4271,0.46866539120674133
1652589998.501716,4272,0.698211133480072
1652589999.17735,4273,0.5131752490997314
1652590003.9699545,4279,0.4622349739074707
1652590009.8188832,4286,0.5946414470672607
1652590013.349025,4291,0.4802340269088745
1652590018.4937606,4298,0.46104294061660767
1652590021.2523985,4302,0.467197984457016
1652590027.6707036,4311,0.46318143606185913
1652590032.3019702,4317,0.461052268743515
1652590033.640652,4319,0.47021815180778503
1652590035.7135592,4322,0.4543026387691498
1652590041.4762425,4329,0.45681118965148926
1652590046.266378,4335,0.4574609100818634
1652590048.9818509,4338,0.4646162688732147
1652590050.5393407,4340,0.45707693696022034
1652590051.27482,4341,0.4498434066772461
1652590059.7316577,4350,0.45149141550064087
1652590071.8206966,4360,0.4711233675479889
1652590072.911359,4361,0.457528293132782
1652590080.6590016,4369,0.45417046546936035
1652590090.9987426,4381,0.4502158463001251
1652590093.4771402,4384,0.4560144245624542
1652590096.7400393,4387,0.4905100464820862
1652590107.5524383,4400,0.45128893852233887
1652590115.3675287,4408,0.4769541025161743
1652590121.7498362,4416,0.4399879276752472
1652590122.345721,4417,0.4461252987384796
1652590124.1979587,4420,0.45369967818260193
1652590125.4185023,4422,0.4417111277580261
1652590126.0686638,4423,0.45310738682746887
1652590135.8346176,4437,0.8203370571136475
1652590139.5884876,4443,0.4493964910507202
1652590140.8595765,4445,0.4395482540130615
1652590151.0449247,4460,0.43633711338043213
1652590155.8527367,4467,0.44388076663017273
1652590159.7339728,4473,0.4365446865558624
1652590162.0609512,4476,0.457599401473999
1652590162.743342,4477,0.4633035659790039
1652590164.775396,4480,0.4502137005329132
1652590166.9001634,4483,0.4340151250362396
1652590172.0249674,4490,0.4407384395599365
1652590176.1595924,4496,0.44064608216285706
1652590177.4686975,4498,0.46783173084259033
1652590178.144713,4499,0.4406721889972687
1652590178.8190207,4500,0.4793405532836914
1652590182.9635038,4506,0.4323512315750122
1652590186.0386622,4511,0.47587859630584717
1652590194.5083723,4524,0.4566677510738373
1652590204.5984437,4539,0.44074195623397827
